City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
149,suicheng,33.8963,117.9331,12.05,46,100,6.45,CN,1675834476
150,los llanos de aridane,28.6585,-17.9182,11.86,76,40,4.02,ES,1675834377
151,swinoujscie,53.9105,14.2471,-2.92,93,79,3.6,PL,1675834925
152,saskylakh,71.9167,114.0833,-32.56,99,100,1.22,RU,1675834925
153,koumac,-20.5667,164.2833,26.23,88,100,4.63,NC,1675834926
154,nanortalik,60.1432,-45.2371,-15.67,73,17,5.89,GL,1675834927
155,nizhniy kuranakh,58.8353,125.4869,-24.16,85,100,2.49,RU,1675834927
156,esperance,-33.8667,121.9,21.98,67,53,6.71,AU,1675834928
157,noumea,-22.2763,166.4572,31.11,99,99,3.68,NC,1675834892
158,la palma,33.8464,-118.0467,17.19,52,0,1.54,US,1675834928
159,rawson,-43.3002,-65.1023,18.03,56,1,2.2,AR,1675834929
160,glassboro,39.7029,-75.1118,5.36,89,100,0.45,US,1675834929
161,ribeira grande,38.5167,-28.7,13.21,65,56,4.47,PT,1675834930
162,bundaberg,-24.85,152.35,29.56,60,43,3.13,AU,1675834930
163,shemgang,27.2169,90.6579,9.81,57,77,2.01,BT,1675834931
164,ochakiv,46.6128,31.5498,-2.96,62,100,10.27,UA,1675834931
165,mayo,38.8876,-76.5119,9.06,84,20,1.54,US,1675834932
166,itarema,-2.9248,-39.9167,24.71,83,100,4.13,BR,1675834932
167,grand baie,-20.0182,57.5802,29.14,72,34,4.02,MU,1675834932
168,nemuro,43.3236,145.575,-3.31,61,34,0.92,JP,1675834636
169,arica,-18.475,-70.3042,22.13,78,0,1.54,CL,1675834933
170,touros,-5.1989,-35.4608,25.06,73,100,5.35,BR,1675834934
171,vestmannaeyjar,63.4427,-20.2734,-1.13,80,100,15.2,IS,1675834387
172,pangnirtung,66.1451,-65.7125,-33.12,81,4,2.84,CA,1675834934
173,mabaruma,8.2,-59.7833,21.23,99,30,0.94,GY,1675834935
174,mehamn,71.0357,27.8492,-1.03,69,0,12.35,NO,1675834935
175,chokurdakh,70.6333,147.9167,-35.79,98,100,1.87,RU,1675834936
176,cap malheureux,-19.9842,57.6142,29.15,72,34,4.02,MU,1675834936
177,izhma,65.0083,53.9113,-1.3,93,100,4.26,RU,1675834937
178,caravelas,-17.7125,-39.2481,23.87,86,52,2.66,BR,1675834938
179,vaitape,-16.5167,-151.75,27.12,72,22,5.36,PF,1675834939
180,komsomolskiy,40.4272,71.7189,5.4,60,94,1.03,UZ,1675834939
181,tanglad,11.2917,125.5768,26.14,82,94,6.14,PH,1675834940
182,iguatemi,-23.6803,-54.5611,23.97,70,91,1.13,BR,1675834940
183,coihaique,-45.5752,-72.0662,16.34,77,0,2.06,CL,1675834856
184,kudahuvadhoo,2.6708,72.8944,26.99,71,45,3.49,MV,1675834941
185,rimouski,48.4488,-68.524,-4.18,92,100,5.79,CA,1675834747
186,tautira,-17.7333,-149.15,26.73,64,6,2.75,PF,1675834941
187,sechura,-5.5569,-80.8222,24.31,75,78,3.85,PE,1675834542
188,hasaki,35.7333,140.8333,12.38,63,100,6.3,JP,1675834942
189,rudnogorsk,57.2639,103.7519,-10.51,92,100,2.79,RU,1675834942
190,hofn,64.2539,-15.2082,-0.91,61,100,7.29,IS,1675834365
191,lebu,-37.6167,-73.65,14.08,92,0,6.91,CL,1675834943
192,tura,25.5198,90.2201,25.34,29,76,2.26,IN,1675834943
193,faanui,-16.4833,-151.75,27.13,72,22,5.43,PF,1675834944
194,san patricio,28.017,-97.5169,22.05,94,89,4.09,US,1675834420
195,ayagoz,47.9714,80.4392,-4.88,90,99,1.6,KZ,1675834944
196,hirara,24.8,125.2833,22.15,73,75,6.17,JP,1675834944
197,hovd,48.0056,91.6419,-13.38,73,99,1.96,MN,1675834945
198,fortuna,40.5982,-124.1573,7.77,93,0,0.0,US,1675834945
199,barranca,-10.75,-77.7667,22.36,83,30,2.2,PE,1675834946
200,vestmanna,62.1564,-7.1664,6.39,88,100,24.78,FO,1675834600
201,voh,-20.9667,164.7,25.5,93,100,1.23,NC,1675834946
202,kargasok,59.0556,80.8572,-18.38,94,95,3.85,RU,1675834947
203,barreirinhas,-2.7469,-42.8264,22.94,95,100,1.2,BR,1675834948
204,alice springs,-23.7,133.8833,35.75,28,40,6.17,AU,1675834948
205,tsumeb,-19.2333,17.7167,20.05,79,100,2.01,NA,1675834948
206,kungurtug,50.5994,97.5228,-11.8,84,26,0.67,RU,1675834949
207,muskogee,35.5834,-95.3336,8.04,97,100,4.63,US,1675834949
208,eyemouth,55.8713,-2.0901,7.91,83,94,6.53,GB,1675834950
209,arawa,-6.2132,155.5367,29.21,69,57,2.5,PG,1675834950
210,storsteinnes,69.2408,19.2344,5.36,82,100,4.31,NO,1675834951
211,acapulco,16.8634,-99.8901,24.9,78,0,2.57,MX,1675834405
212,avarua,-21.2078,-159.775,27.03,83,58,3.6,CK,1675834951
213,kaoma,-14.7833,24.8,19.25,95,99,2.93,ZM,1675834952
214,anloga,5.7947,0.8973,26.55,82,44,3.68,GH,1675834952
215,kaitangata,-46.2817,169.8464,13.11,60,24,7.04,NZ,1675834952
216,namatanai,-3.6667,152.4333,29.1,68,90,4.57,PG,1675834953
217,rio gallegos,-51.6226,-69.2181,15.03,72,75,5.66,AR,1675834363
218,aksha,50.2814,113.2867,-8.27,62,26,1.01,RU,1675834953
219,lungi,9.2212,-12.6831,20.94,83,26,1.46,SL,1675834955
220,omsukchan,62.5333,155.8,-37.59,99,95,1.9,RU,1675834956
221,havelock,34.8791,-76.9013,13.3,80,0,2.57,US,1675834957
222,semenyih,2.9516,101.843,33.6,67,95,1.38,MY,1675834957
223,rocha,-34.4833,-54.3333,20.28,79,53,3.33,UY,1675834390
224,wonogiri,-7.8144,110.9259,25.57,84,100,1.54,ID,1675834958
225,baykit,61.67,96.37,-12.49,93,100,1.16,RU,1675834630
226,la rioja,42.25,-2.5,-1.12,97,100,2.24,ES,1675834958
227,puerto leguizamo,-0.1934,-74.7819,21.79,84,22,0.73,CO,1675834959
228,shaowu,27.3409,117.4831,14.96,97,100,0.72,CN,1675834959
229,morondava,-20.2833,44.2833,26.15,79,100,2.67,MG,1675834959
230,lagoa,39.05,-27.9833,13.06,57,91,6.37,PT,1675834960
231,tabas,33.5959,56.9244,16.35,44,6,4.27,IR,1675834960
232,sao filipe,14.8961,-24.4956,20.07,69,32,4.62,CV,1675834961
233,eyl,7.9803,49.8164,26.4,64,100,6.52,SO,1675834961
234,nanakuli,21.3906,-158.1547,23.97,65,20,3.6,US,1675834962
235,flinders,-34.5833,150.8552,21.77,90,100,2.24,AU,1675834962
236,zelenoborsk,61.4669,64.0333,-14.69,93,100,4.36,RU,1675834962
237,khovu-aksy,51.1333,93.6,-14.39,80,38,1.59,RU,1675834963
238,fort-shevchenko,44.5086,50.263,-0.43,92,100,12.19,KZ,1675834963
239,abu samrah,35.3029,37.1841,3.2,69,42,0.6,SY,1675834964
240,jacutinga,-22.2856,-46.6122,18.68,98,100,0.87,BR,1675834964
241,griffith,41.5284,-87.4237,0.59,88,0,2.57,US,1675834964
242,kawalu,-7.3817,108.2082,26.9,78,100,2.29,ID,1675834965
243,osoyoos,49.0331,-119.4524,3.42,93,100,0.51,CA,1675834965
244,bandarbeyla,9.4942,50.8122,25.98,66,97,4.99,SO,1675834965
245,upernavik,72.7868,-56.1549,-30.7,94,46,1.82,GL,1675834966
246,terra rica,-22.7094,-52.6169,21.17,90,66,0.99,BR,1675834966
247,murgab,37.4966,61.9714,11.93,37,100,5.14,TM,1675834966
248,tommot,58.9564,126.2925,-24.3,84,100,2.58,RU,1675834967
249,vilaka,57.1846,27.6722,-4.72,92,99,4.44,LV,1675834967
250,sinnamary,5.3833,-52.95,23.86,91,80,4.15,GF,1675834395
251,magadan,59.5667,150.8,-24.49,84,36,2.47,RU,1675834968
252,tiksi,71.6872,128.8694,-38.42,99,88,2.89,RU,1675834968
253,ylojarvi,61.5563,23.5961,0.99,96,100,3.09,FI,1675834969
254,macheng,31.1783,115.0319,9.86,81,100,2.59,CN,1675834969
255,mareeba,-17.0,145.4333,29.69,71,94,1.94,AU,1675834806
256,chabahar,25.2919,60.643,23.64,56,30,2.0,IR,1675834969
257,tres arroyos,-38.3739,-60.2798,22.87,47,48,5.21,AR,1675834659
258,torbay,47.6666,-52.7314,-2.01,86,75,10.29,CA,1675834970
259,dimbokro,6.6451,-4.7048,24.07,90,95,1.33,CI,1675834970
260,launceston,-41.45,147.1667,22.56,53,100,5.66,AU,1675834675
261,lavrentiya,65.5833,-171.0,-26.16,92,98,1.47,RU,1675834971
262,maniitsoq,65.4167,-52.9,-17.5,90,100,5.34,GL,1675834467
263,vanavara,60.34,102.2797,-12.9,92,100,1.85,RU,1675834971
264,washington,47.5001,-120.5015,2.88,74,20,2.89,US,1675834881
265,mikhaylovka,50.06,43.2379,-12.9,91,6,5.52,RU,1675834972
266,necochea,-38.5473,-58.7368,21.76,76,10,6.13,AR,1675834972
267,pakxan,18.3778,103.6601,33.79,37,13,2.73,LA,1675834972
268,lebanon,36.2081,-86.2911,14.03,84,100,0.0,US,1675834679
269,lamesa,32.7376,-101.951,5.85,51,94,3.6,US,1675834973
270,banjar,-8.19,114.9675,29.24,75,97,2.5,ID,1675834973
271,yulara,-25.2406,130.9889,39.15,13,0,5.99,AU,1675834974
272,carnarvon,-24.8667,113.6333,29.79,56,4,7.92,AU,1675834974
273,portland,45.5234,-122.6762,7.33,90,20,2.06,US,1675834232
274,kaeo,-35.1,173.7833,25.18,66,31,3.91,NZ,1675834394
275,guerrero negro,27.9769,-114.0611,15.0,32,0,1.36,MX,1675834511
276,meulaboh,4.1363,96.1285,29.51,63,71,2.25,ID,1675834385
277,provideniya,64.3833,-173.3,-19.94,71,100,3.0,RU,1675834975
278,feijo,-8.1642,-70.3536,21.32,99,79,0.5,BR,1675834975
279,korla,41.7597,86.1469,1.81,69,10,2.84,CN,1675834408
280,viedma,-40.8135,-62.9967,19.14,61,42,3.45,AR,1675834976
281,lesnyye polyany,55.9667,37.8667,-6.36,93,76,3.32,RU,1675834976
282,nelson bay,-32.7167,152.15,27.03,67,34,7.6,AU,1675834977
283,bintulu,3.1667,113.0333,32.23,58,20,2.57,MY,1675834977
284,anadyr,64.75,177.4833,-32.72,74,0,4.0,RU,1675834977
285,wajima,37.4,136.9,5.38,93,75,2.57,JP,1675834978
286,thompson,55.7435,-97.8558,-17.91,85,100,1.03,CA,1675834978
287,narimanov,46.6927,47.8498,-7.05,90,100,9.68,RU,1675834978
288,dergaon,26.7,93.9667,21.6,51,73,3.92,IN,1675834979
289,muyezerskiy,63.9333,31.65,-0.97,90,100,2.85,RU,1675834979
290,itaituba,-4.2761,-55.9836,22.64,99,100,0.4,BR,1675834603
291,pisco,-13.7,-76.2167,23.03,83,0,3.09,PE,1675834980
292,yuli,9.6989,10.2744,20.02,26,31,3.09,NG,1675834980
293,moron,-34.6534,-58.6198,27.76,69,25,2.91,AR,1675834980
294,gremyachinsk,58.5603,57.851,-17.99,99,100,2.08,RU,1675834981
295,nevelsk,46.6733,141.8633,-7.13,62,100,7.26,RU,1675834981
296,santa cruz,-17.8,-63.1667,22.7,94,75,2.57,BO,1675834981
297,hobyo,5.3505,48.5268,27.03,59,85,7.58,SO,1675834982
298,namibe,-15.1961,12.1522,21.06,75,95,2.32,AO,1675834982
299,charters towers,-20.1,146.2667,33.23,36,98,5.07,AU,1675834983
300,cefalu,38.0386,14.0229,5.88,60,90,3.13,IT,1675834983
301,gombong,-7.6072,109.5142,27.31,80,100,2.51,ID,1675834984
302,luangwa,-15.6167,30.4167,24.05,87,11,1.84,ZM,1675834397
303,sao joao da barra,-21.6403,-41.0511,23.21,94,100,2.08,BR,1675834985
304,nikki,9.9401,3.2108,21.97,20,86,2.31,BJ,1675834985
305,carutapera,-1.195,-46.02,23.75,94,100,1.85,BR,1675834985
306,mangrol,21.1167,70.1167,27.22,40,9,3.35,IN,1675834616
307,okhotsk,59.3833,143.3,-24.34,85,64,4.12,RU,1675834666
308,zaozerne,45.1582,33.2787,-1.58,67,100,10.77,UA,1675834986
309,sangar,63.9242,127.4739,-36.53,93,100,1.42,RU,1675834986
310,bonavista,48.6499,-53.1147,-2.36,71,96,9.98,CA,1675834987
311,nador,35.174,-2.9287,11.14,87,40,0.51,MA,1675834987
312,baherden,38.4362,57.4316,12.34,47,91,4.84,TM,1675834988
313,victoria,22.2855,114.1577,21.65,82,95,4.47,HK,1675834901
314,bell ville,-32.6259,-62.6887,23.49,25,0,3.36,AR,1675834989
315,bartica,6.4,-58.6167,24.18,99,31,0.62,GY,1675834989
316,puerto del rosario,28.5004,-13.8627,11.86,76,0,1.54,ES,1675834989
317,kupang,-10.1667,123.5833,24.32,100,75,2.06,ID,1675834990
318,ilulissat,69.2167,-51.1,-24.99,70,20,3.6,GL,1675834990
319,lima,-12.0432,-77.0282,24.39,81,0,4.12,PE,1675834703
320,nouadhibou,20.931,-17.0347,14.99,67,0,10.29,MR,1675834991
321,bontang,0.1333,117.5,26.19,76,100,3.28,ID,1675834992
322,mercedes,-34.6515,-59.4307,24.24,48,26,2.8,AR,1675834569
323,haines junction,60.7522,-137.5108,-7.03,93,54,1.54,CA,1675834992
324,resistencia,-27.4606,-58.9839,28.38,58,20,2.06,AR,1675834702
325,okany,46.9,21.35,-5.03,85,52,2.93,HU,1675834993
326,hervey bay,-25.2986,152.8535,26.36,63,61,8.91,AU,1675834993
327,ocosingo,17.0667,-92.25,13.05,96,21,1.73,MX,1675834994
328,zalantun,48.0,122.7167,-6.26,51,6,6.38,CN,1675834994
329,constitucion,-35.3333,-72.4167,16.17,60,0,3.31,CL,1675834856
330,antofagasta,-23.65,-70.4,20.6,84,84,2.11,CL,1675834995
331,kitui,-1.367,38.0106,21.94,63,10,1.93,KE,1675834996
332,ulladulla,-35.35,150.4667,20.52,76,99,0.92,AU,1675834478
333,varangaon,21.0167,75.9,28.96,17,0,3.99,IN,1675834996
334,grindavik,63.8424,-22.4338,-4.03,80,75,13.38,IS,1675834853
335,nome,64.5011,-165.4064,-23.8,84,0,1.54,US,1675834998
336,mizdah,31.4451,12.9801,7.36,77,93,6.03,LY,1675834998
337,sosnovskoye,55.8052,43.167,-14.47,98,100,3.36,RU,1675835000
338,clyde river,70.4692,-68.5914,-34.87,68,20,2.06,CA,1675834933
339,kokopo,-4.352,152.2633,29.69,66,96,4.33,PG,1675835000
340,gornopravdinsk,60.05,69.9,-19.41,100,100,2.51,RU,1675835001
341,bull savanna,17.8868,-77.5902,21.09,83,0,2.46,JM,1675835001
342,husavik,66.0449,-17.3389,-4.84,76,91,6.9,IS,1675835002
343,englewood,39.6478,-104.9878,2.12,55,0,2.57,US,1675835002
344,sambava,-14.2667,50.1667,27.29,73,79,3.85,MG,1675835002
345,kavaratti,10.5669,72.642,26.83,71,95,5.72,IN,1675835003
346,pevek,69.7008,170.3133,-30.22,98,100,1.72,RU,1675835003
347,benghazi,32.1167,20.0667,12.27,56,76,2.71,LY,1675834514
348,marsh harbour,26.5412,-77.0636,21.99,63,2,7.62,BS,1675835003
349,carrollton,32.9537,-96.8903,9.69,95,100,6.17,US,1675834820
350,collie,-33.3667,116.15,34.84,19,0,1.5,AU,1675834477
351,saldanha,-33.0117,17.9442,19.03,77,0,3.97,ZA,1675835004
352,linguere,15.3953,-15.1193,21.02,19,87,4.36,SN,1675835004
353,camacha,33.0833,-16.3333,10.68,87,75,4.63,PT,1675835005
354,dikson,73.5069,80.5464,-19.43,88,100,10.04,RU,1675835006
355,sabang,5.8933,95.3214,27.58,75,99,6.16,ID,1675834531
356,harper,4.375,-7.7169,25.93,84,94,2.83,LR,1675835007
357,vanimo,-2.6741,141.3028,25.24,94,100,5.08,PG,1675835007
358,rafai,4.95,23.9167,23.31,20,12,2.44,CF,1675835008
359,cicero dantas,-10.6,-38.3833,20.13,85,100,2.03,BR,1675835008
360,roma,43.2128,-75.4557,5.46,87,100,2.57,US,1675834757
361,tripoli,32.8752,13.1875,11.96,67,100,8.99,LY,1675834345
362,ostrovnoy,68.0531,39.5131,-3.02,84,10,8.3,RU,1675835009
363,marawi,7.9986,124.2928,24.14,70,80,3.43,PH,1675834572
364,dolores,-36.3132,-57.6792,23.44,72,42,3.99,AR,1675835010
365,arzamas,55.3949,43.8399,-14.34,99,100,3.04,RU,1675835010
366,olpad,21.3333,72.75,28.99,21,1,4.09,IN,1675835011
367,santa rosa del sur,7.9644,-74.0544,22.73,65,40,1.37,CO,1675835011
368,williston,48.147,-103.618,1.41,90,84,2.7,US,1675834802
369,vila franca do campo,37.7167,-25.4333,12.23,80,85,5.5,PT,1675835011
370,digoin,46.4812,3.9795,-5.93,93,2,1.03,FR,1675835012
371,nhulunbuy,-12.2333,136.7667,30.34,74,75,4.12,AU,1675834644
372,saint-joseph,-21.3667,55.6167,28.21,75,73,6.32,RE,1675835012
373,north bend,43.4065,-124.2243,7.18,100,100,2.57,US,1675835013
374,biak,-0.9131,122.8766,25.73,77,100,3.27,ID,1675835013
375,kailua,21.4022,-157.7394,23.99,82,22,2.68,US,1675835014
376,laguna,38.421,-121.4238,9.99,83,0,0.0,US,1675834990
377,cooma,-36.2333,149.1333,19.84,67,54,5.0,AU,1675835014
378,ambilobe,-13.2,49.05,26.19,82,97,0.66,MG,1675835015
379,bowen,-20.0167,148.2333,28.66,76,100,8.91,AU,1675835015
380,mizan teferi,6.9833,35.5833,24.68,28,6,0.46,ET,1675835016
381,aykhal,66.0,111.5,-34.23,98,44,0.84,RU,1675835016
382,port-cartier,50.0334,-66.8654,-4.88,96,100,2.37,CA,1675835016
